globalIndex,wordList,unit,index,word,start,end,audioFile,status,evidence,confidence,notes
230,1,3,30,possess,84.91,85.52,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
231,1,3,31,reluctant,87.58,88.31,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
232,1,3,32,mitigate,90.36,91.03,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
233,1,3,33,potent,93.1,93.65,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
234,1,3,34,lament,95.73,96.27,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr+additional-duplicate-check,,
235,1,3,35,prestige,98.34,99.05,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
236,1,3,36,intelligent,101.13,101.89,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
237,1,3,37,disagree,103.96,104.53,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
238,1,3,38,oppose,106.6,107.22,ysgpc/Word List1/Word List1-Unit3.mp3,corrected,isolated-word-double-pass,0.66449,
239,1,3,39,comprehend,109.31,110.05,ysgpc/Word List1/Word List1-Unit3.mp3,corrected,isolated-word-double-pass,0.7361,
240,1,3,40,fraught,112.17,112.75,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
241,1,3,41,lead,114.87,115.37,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
242,1,3,42,inexplicable,117.5,118.33,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
243,1,3,43,motif,120.4,121.04,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
244,1,3,44,dentist,123.14,123.73,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
245,1,3,45,formulate,125.86,126.53,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
246,1,3,46,surround,128.55,129.26,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
247,1,3,47,audible,131.28,131.78,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
248,1,3,48,annotate,133.78,134.4,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
249,1,3,49,blur,136.43,136.85,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
250,1,3,50,apprehend,138.87,139.64,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
251,1,3,51,prominent,141.68,142.27,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
252,1,3,52,definite,144.3,144.83,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
253,1,3,53,hurdle,146.86,147.32,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
254,1,3,54,perverse,149.37,150.02,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
255,1,3,55,meanwhile,152.03,152.61,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
256,1,3,56,denounce,154.72,155.34,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
257,1,3,57,elastic,157.36,158.03,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
258,1,3,58,armament,160.07,160.65,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
259,1,3,59,discrete,162.68,163.32,ysgpc/Word List1/Word List1-Unit3.mp3,corrected,isolated-word-double-pass,0.7728,
260,1,3,60,stumble,165.38,166.0,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
261,1,3,61,hang,168.05,168.54,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
262,1,3,62,gainsay,170.6,171.18,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
263,1,3,63,accustom,173.25,173.89,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
264,1,3,64,fruitful,176.0,176.56,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
265,1,3,65,embezzle,178.59,179.22,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
266,1,3,66,juvenile,181.29,181.95,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
267,1,3,67,allergic,183.98,184.67,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
268,1,3,68,confederacy,186.71,187.53,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
269,1,3,69,inspiration,189.57,190.39,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
270,1,3,70,bow,192.4,192.74,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
271,1,3,71,utilise,194.79,195.55,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
272,1,3,72,indispensable,197.58,198.49,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
273,1,3,73,adjourn,200.55,201.13,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
274,1,3,74,rotate,203.16,203.82,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
275,1,3,75,journal,205.86,206.36,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
276,1,3,76,deluge,208.38,209.0,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
277,1,3,77,frenzy,211.05,211.67,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
278,1,3,78,headline,213.75,214.31,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
279,1,3,79,maximum,216.36,216.96,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
280,1,3,80,breakthrough,219.14,219.72,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
281,1,3,81,irrepressible,221.74,222.52,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
282,1,3,82,unanimous,224.55,225.24,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
283,1,3,83,gorge,227.27,227.76,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
284,1,3,84,gentle,229.82,230.31,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
285,1,3,85,rotten,232.39,232.9,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
286,1,3,86,plantation,234.96,235.73,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
287,1,3,87,hover,237.8,238.21,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
288,1,3,88,facial,240.29,240.83,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
289,1,3,89,luminous,242.93,243.58,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
290,1,3,90,penalty,245.6,246.14,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
291,1,3,91,oasis,248.15,248.84,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
292,1,3,92,submarine,250.86,251.64,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
293,1,3,93,abdomen,253.7,254.23,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
294,1,3,94,allure,256.25,256.74,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
295,1,3,95,improvident,258.83,259.62,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr+additional-lexical-check,,
296,1,3,96,invaluable,261.65,262.41,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
297,1,3,97,prolusion,264.45,265.14,ysgpc/Word List1/Word List1-Unit3.mp3,corrected,whole-track-asr+additional-lexical-check+spelling-decision,,additional candidate: prolusion
298,1,3,98,abundant,267.19,267.85,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
299,1,3,99,accidental,269.9,270.65,ysgpc/Word List1/Word List1-Unit3.mp3,recognized,whole-track-asr,,
300,1,4,1,viscous,7.02,7.66,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
301,1,4,2,disappoint,9.71,10.43,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
302,1,4,3,recede,12.48,13.06,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
303,1,4,4,income,15.13,15.63,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
304,1,4,5,anthropology,17.68,18.56,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
305,1,4,6,amusement,20.6,21.3,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
306,1,4,7,wave,23.35,23.86,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
307,1,4,8,curl,25.92,26.32,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
308,1,4,9,indulge,28.48,29.18,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
309,1,4,10,hedge,31.2,31.62,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
310,1,4,11,insularity,33.65,34.48,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
311,1,4,12,forfeit,36.56,37.16,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
312,1,4,13,interpret,39.18,39.92,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
313,1,4,14,luster,41.97,42.52,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
314,1,4,15,fiction,44.61,45.19,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
315,1,4,16,disapprove,47.23,47.95,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
316,1,4,17,dew,49.99,50.4,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
317,1,4,18,cliche,52.42,52.96,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
318,1,4,19,arise,55.04,55.7,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
319,1,4,20,compatriot,57.77,58.55,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
320,1,4,21,fatigue,60.62,61.22,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
321,1,4,22,moribund,63.24,63.92,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
322,1,4,23,indecision,65.93,66.66,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
323,1,4,24,festival,68.68,69.28,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
324,1,4,25,fist,71.32,71.86,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
325,1,4,26,complete,73.87,74.47,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
326,1,4,27,grim,76.56,76.96,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
327,1,4,28,personnel,78.99,79.64,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
328,1,4,29,morbid,81.96,82.46,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
329,1,4,30,impassioned,84.52,85.29,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
330,1,4,31,drama,87.3,87.8,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
331,1,4,32,strengthen,89.81,90.53,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
332,1,4,33,victim,92.55,93.13,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
333,1,4,34,stringent,95.15,95.91,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
334,1,4,35,rendezvous,97.94,98.61,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
335,1,4,36,convention,100.63,101.29,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,isolated-word-double-pass,0.38416,
336,1,4,37,file,103.35,103.84,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,isolated-word-double-pass,0.69439,
337,1,4,38,irreconcilable,105.87,106.82,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
338,1,4,39,caricature,108.85,109.52,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
339,1,4,40,negate,111.56,112.12,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
340,1,4,41,mask,114.17,114.71,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
341,1,4,42,transaction,116.71,117.5,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,isolated-word-double-pass,0.40353,
342,1,4,43,fellow,119.51,120.0,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
343,1,4,44,inevitable,122.03,122.66,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
344,1,4,45,heartless,124.71,125.36,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
345,1,4,46,excess,127.39,128.04,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
346,1,4,47,cumbersome,130.05,130.64,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,isolated-word-double-pass,0.9084,
347,1,4,48,item,132.68,133.12,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
348,1,4,49,clarify,135.13,135.76,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
349,1,4,50,fibre,137.79,138.34,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,isolated-word-double-pass+spelling-decision,0.41199,isolated candidates: fibre / fiba
350,1,4,51,hunt,140.35,140.79,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,isolated-word-double-pass,0.61173,
351,1,4,52,hegemony,142.83,143.43,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
352,1,4,53,perform,145.48,146.0,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
353,1,4,54,sphere,148.07,148.59,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
354,1,4,55,affection,150.68,151.3,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
355,1,4,56,delinquent,153.35,153.99,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
356,1,4,57,obscure,156.0,156.6,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
357,1,4,58,franchise,158.64,159.4,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
358,1,4,59,dispel,161.41,161.96,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
359,1,4,60,leaflet,163.96,164.54,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
360,1,4,61,peripheral,166.55,167.11,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
361,1,4,62,wonder,169.13,169.66,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,whole-track-asr+additional-duplicate-check+spelling-decision,,additional candidate: wonder
362,1,4,63,decrease,171.73,172.37,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
363,1,4,64,plagiarize,174.38,175.17,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
364,1,4,65,lawsuit,177.18,177.87,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
365,1,4,66,colossal,179.88,180.47,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
366,1,4,67,irreversible,182.49,183.29,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
367,1,4,68,agony,185.33,185.79,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
368,1,4,69,assault,187.81,188.36,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
369,1,4,70,internist,190.41,191.2,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
370,1,4,71,caustic,193.22,193.82,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
371,1,4,72,superb,195.83,196.56,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
372,1,4,73,lousy,198.57,199.13,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
373,1,4,74,grumble,201.17,201.67,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
374,1,4,75,deride,203.7,204.28,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
375,1,4,76,correlate,206.31,206.89,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
376,1,4,77,leash,208.89,209.37,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
377,1,4,78,jungle,211.38,211.87,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
378,1,4,79,exhilaration,213.88,214.75,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
379,1,4,80,tangle,216.76,217.28,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
380,1,4,81,acclimatize,219.29,220.18,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
381,1,4,82,enrich,222.2,222.8,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
382,1,4,83,weaken,224.81,225.29,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
383,1,4,84,imbibe,227.31,227.98,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
384,1,4,85,action,230.01,230.53,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
385,1,4,86,herbal,232.55,233.05,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
386,1,4,87,tyrannical,235.08,235.72,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
387,1,4,88,comply,237.75,238.37,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
388,1,4,89,clan,240.4,240.87,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
389,1,4,90,resolution,242.9,243.63,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
390,1,4,91,flowering,245.66,246.3,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
391,1,4,92,evoke,248.32,248.81,ysgpc/Word List1/Word List1-Unit4.mp3,corrected,isolated-word-double-pass,0.66385,
392,1,4,93,slumber,250.85,251.47,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
393,1,4,94,transcript,253.51,254.21,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
394,1,4,95,advocate,256.28,256.97,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
395,1,4,96,amount,259.0,259.52,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
396,1,4,97,frantically,261.56,262.25,ysgpc/Word List1/Word List1-Unit4.mp3,recognized,whole-track-asr,,
397,1,5,1,morality,7.24,7.85,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
398,1,5,2,plush,9.9,10.35,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
399,1,5,3,optics,12.36,12.97,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
400,1,5,4,overseas,14.97,15.75,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
401,1,5,5,overhead,17.77,18.36,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
402,1,5,6,terminate,20.4,21.03,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
403,1,5,7,transition,23.05,23.76,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
404,1,5,8,barrier,25.79,26.25,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
405,1,5,9,cancel,28.27,28.81,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
406,1,5,10,gallery,30.84,31.31,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
407,1,5,11,agitate,33.38,34.04,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
408,1,5,12,fuse,36.12,36.74,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
409,1,5,13,shallow,38.76,39.33,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
410,1,5,14,further,41.38,41.92,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr+additional-duplicate-check,,
411,1,5,15,influenza,43.96,44.77,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
412,1,5,16,available,46.83,47.43,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
413,1,5,17,sophisticated,49.47,50.44,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
414,1,5,18,emulate,52.51,53.13,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
415,1,5,19,handy,55.17,55.68,ysgpc/Word List1/Word List1-Unit5.mp3,corrected,isolated-word-double-pass,0.68646,
416,1,5,20,deduce,57.77,58.37,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
417,1,5,21,autocratic,60.45,61.26,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
418,1,5,22,distract,63.28,63.95,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
419,1,5,23,veto,65.97,66.54,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
420,1,5,24,cosmopolitan,68.58,69.41,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
421,1,5,25,holistic,71.43,72.09,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
422,1,5,26,lethal,74.14,74.65,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
423,1,5,27,compound,76.7,77.36,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
424,1,5,28,conform,79.39,80.02,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
425,1,5,29,behave,82.07,82.7,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
426,1,5,30,essay,84.72,85.19,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
427,1,5,31,charisma,87.25,87.82,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
428,1,5,32,incessant,89.89,90.64,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
429,1,5,33,vegetarian,92.68,93.52,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
430,1,5,34,explore,95.61,96.25,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
431,1,5,35,ecology,98.29,98.94,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
432,1,5,36,inhale,100.96,101.54,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
433,1,5,37,idyllic,103.58,104.14,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
434,1,5,38,derive,106.17,106.8,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
435,1,5,39,longitudinal,108.83,109.72,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
436,1,5,40,scorch,111.76,112.46,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
437,1,5,41,ideal,114.47,115.05,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
438,1,5,42,multilateral,117.08,117.92,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
439,1,5,43,resort,119.93,120.52,ysgpc/Word List1/Word List1-Unit5.mp3,recognized,whole-track-asr,,
